0.000000000000e+00 7.319503704041e-05 1.044992961615e-04 8.435385231920e-05 4.509090059080e-04
6.312736701048e-01 8.963340152630e-04 1.279731042824e-03 6.717188949203e-04 1.909483305082e-03
1.261645205050e+00 1.860236179359e-03 2.656032714241e-03 8.990048050601e-04 3.367681216811e-03
1.890633648625e+00 2.727773652980e-03 3.894861233574e-03 7.658399452133e-04 3.442728186622e-03
2.518337596962e+00 2.925466259044e-03 4.177323941288e-03 3.538871708377e-04 2.233220349279e-03
3.145025259723e+00 1.535669025365e-04 2.192906562578e-04 2.021081006900e-04 7.367422355742e-06
3.771726700257e+00 2.738491299898e-03 3.910685403230e-03 7.469813652792e-04 2.204767231413e-03
4.399534834930e+00 2.714723182988e-03 3.876909580116e-03 1.110801205825e-03 3.310267263537e-03
5.028719353884e+00 1.973696782383e-03 2.818764486516e-03 1.112310710056e-03 3.039442550220e-03
5.658571376016e+00 1.077143403083e-03 1.538401843866e-03 6.522928551131e-04 2.101174215833e-03
6.289132127780e+00 1.297211121572e-04 1.852782948144e-04 6.797623903054e-05 4.542358251403e-04
6.920407732659e+00 8.405874394730e-04 1.200643682242e-03 6.538640341205e-04 1.907496086297e-03
7.550767732466e+00 1.810984500507e-03 2.586801613248e-03 8.776099124113e-04 3.353563310820e-03
8.179744602587e+00 2.670046606676e-03 3.814030833645e-03 7.352056327736e-04 3.416441215961e-03
8.807436099784e+00 2.860079743945e-03 4.085642127044e-03 3.190153259105e-04 2.193886544484e-03
9.434117371876e+00 6.415266043270e-05 9.164600581727e-05 2.389941922534e-04 3.895290279665e-05
1.006082383479e+01 2.803325177675e-03 4.004874463974e-03 7.832269109329e-04 2.246661208968e-03
1.068864558248e+01 2.771666327601e-03 3.959795945658e-03 1.143356945049e-03 3.339144456218e-03
1.131784086192e+01 2.028779212936e-03 2.898564395622e-03 1.138502051386e-03 3.058155656628e-03
1.194769827241e+01 1.133336025789e-03 1.619284073053e-03 6.719080981341e-04 2.115095552968e-03
1.257827055386e+01 1.858149139071e-04 2.654978338276e-04 5.249409630892e-05 4.572242288852e-04
1.320954754699e+01 7.850733090174e-04 1.121777105403e-03 6.380348190440e-04 1.905298993956e-03
1.383989548525e+01 1.755676356081e-03 2.508745761155e-03 8.552117899967e-04 3.338707568130e-03
1.446886135697e+01 2.612983860478e-03 3.733916811420e-03 7.040806517580e-04 3.389989809792e-03
1.509654040249e+01 2.793211435190e-03 3.991602925725e-03 2.837876513944e-04 2.154386022278e-03
1.572321535972e+01 2.553009158181e-05 3.648475188005e-05 2.761732198664e-04 8.536588324937e-05
1.634992696872e+01 2.866636859808e-03 4.096822090363e-03 8.196802958622e-04 2.288525867950e-03
1.697776236616e+01 2.826871031457e-03 4.040133510070e-03 1.175946216840e-03 3.367957275838e-03
1.760696865392e+01 2.084459617526e-03 2.979191405936e-03 1.162662559452e-03 3.076558252861e-03
1.823683093603e+01 1.189470293816e-03 1.700096696816e-03 6.926549957598e-04 2.129224771224e-03
1.886741426989e+01 2.417522215369e-04 3.455457102460e-04 3.661886087158e-05 4.608994522712e-04
1.949869366262e+01 7.286113661284e-04 1.041467907365e-03 6.166154217730e-04 1.903424797547e-03
2.012902935391e+01 1.698803038811e-03 2.428330576515e-03 8.291614324811e-04 3.323987662700e-03
2.075798393750e+01 2.555590130867e-03 3.653177083579e-03 6.728601283754e-04 3.363382866670e-03
2.138565052596e+01 2.724571790236e-03 3.894865256123e-03 2.482879222860e-04 2.114722959103e-03
2.201231925163e+01 1.130681799782e-04 1.616401193161e-04 3.135990314647e-04 1.318597330382e-04
2.263903611671e+01 2.929340220603e-03 4.187868881326e-03 8.563705330502e-04 2.330363022658e-03
2.326688524625e+01 2.882160149579e-03 4.120555753865e-03 1.208851193354e-03 3.396661886498e-03
2.389610228160e+01 2.139240329288e-03 3.058522039229e-03 1.188571986631e-03 3.095114985026e-03
2.452596968404e+01 1.245019175502e-03 1.780091627654e-03 7.125935676342e-04 2.143261054531e-03
2.515656478713e+01 2.973901487805e-04 4.252135603764e-04 2.095357157827e-05 4.637665569796e-04
2.578784559493e+01 6.725004264941e-04 9.615840121440e-04 5.964599937940e-04 1.901372561033e-03
2.641816906753e+01 1.642134585018e-03 2.348104882284e-03 8.031910644917e-04 3.309116367756e-03
2.704711235418e+01 2.497999650467e-03 3.572030212865e-03 6.412928600028e-04 3.336614097606e-03
2.767476646740e+01 2.657182170335e-03 3.799776216602e-03 2.124772585148e-04 2.074878252277e-03
2.830142906205e+01 1.995358704194e-04 2.853458394972e-04 3.513277870155e-04 1.784363266637e-04
2.892815130179e+01 2.990699771532e-03 4.276979727815e-03 8.933034172500e-04 2.372165985221e-03
2.955601424142e+01 2.939784553331e-03 4.204299276653e-03 1.242130426796e-03 3.425255960504e-03
3.018524163964e+01 2.195018639199e-03 3.139279713427e-03 1.218465006389e-03 3.113947551501e-03
3.081511457731e+01 1.299577311380e-03 1.858692475140e-03 7.295144062098e-04 2.157159922042e-03
3.144572132196e+01 3.528874440870e-04 5.047254260405e-04 2.917197242880e-06 4.666255638917e-04
3.207700329206e+01 6.168076990697e-04 8.822308878511e-04 5.774059736865e-04 1.899073987445e-03
3.270731456328e+01 1.584647164675e-03 2.266618796821e-03 7.767984810556e-04 3.294014381716e-03
3.333624661233e+01 2.441292374410e-03 3.492038942000e-03 6.094011911699e-04 3.309672312469e-03
3.396388825921e+01 2.589475021278e-03 3.704113844929e-03 1.763141034061e-04 2.034867757615e-03
3.459054480289e+01 2.868358879359e-04 4.103168444621e-04 3.893670906479e-04 2.251003259985e-04
3.521727253947e+01 3.051034959482e-03 4.364618034838e-03 9.305433961586e-04 2.413935848708e-03
3.584514931881e+01 2.992747997885e-03 4.281365959387e-03 1.275500836933e-03 3.453788976941e-03
3.647438761924e+01 2.246890523980e-03 3.214453910916e-03 1.241020394438e-03 3.132181401604e-03
3.710426531102e+01 1.354741474218e-03 1.938182863801e-03 7.530810200436e-04 2.171242860172e-03
3.773488390630e+01 4.079665336946e-04 5.836813801368e-04 1.415423297857e-05 4.694612450109e-04
3.836616692281e+01 5.614020991522e-04 8.032269226010e-04 5.580221019201e-04 1.896681180824e-03
3.899646611008e+01 1.528974026759e-03 2.187646787894e-03 7.505925142794e-04 3.278933917684e-03
3.962538674574e+01 2.386068773018e-03 3.414073530733e-03 5.772247037683e-04 3.282574584325e-03
4.025301591599e+01 2.519757629401e-03 3.605466367635e-03 1.398160288346e-04 1.994689365574e-03
4.087966648593e+01 3.773857380362e-04 5.400088518212e-04 4.276997036357e-04 2.718566598929e-04
4.150639983853e+01 3.111175820369e-03 4.451973958557e-03 9.680075579084e-04 2.455680548913e-03
4.213429051221e+01 3.045550264516e-03 4.358192886711e-03 1.309000417464e-03 3.482243879098e-03
4.276353937216e+01 2.300583020343e-03 3.292237463822e-03 1.267839610001e-03 3.150681486005e-03
4.339342229670e+01 1.408750816859e-03 2.016043700512e-03 7.724274992995e-04 2.185115063845e-03
4.402405250943e+01 4.627157524889e-04 6.622050929312e-04 3.160005321945e-05 4.723210356374e-04
4.465533667158e+01 5.058390183884e-04 7.239406810717e-04 5.367469256754e-04 1.894361819517e-03
4.528562345245e+01 1.471918661465e-03 2.106623116649e-03 7.233765306438e-04 3.263602783647e-03
4.591453275519e+01 2.330333651827e-03 3.335289018375e-03 5.446940732980e-04 3.255304985984e-03
4.654214945380e+01 2.447062846723e-03 3.502456725290e-03 1.030268134343e-04 1.954342418259e-03
4.716879413242e+01 4.665021241255e-04 6.677186772714e-04 4.663259889810e-04 3.187008152707e-04
4.779553322019e+01 3.171282992984e-03 4.539281312751e-03 1.005730220086e-03 2.497395568085e-03
4.842343782723e+01 3.098008574748e-03 4.434522606807e-03 1.342545376218e-03 3.510631758900e-03
4.905269705193e+01 2.355641980058e-03 3.371985196505e-03 1.297296647408e-03 3.169310989506e-03
4.968258528118e+01 1.462083708508e-03 2.092958837278e-03 7.900335815094e-04 2.199046411249e-03
5.031322676607e+01 5.171632051475e-04 7.403346939833e-04 4.998214259899e-05 4.755869328363e-04
5.094451250564e+01 4.503273474765e-04 6.446749570214e-04 5.135248229777e-04 1.892066463355e-03
5.157478678987e+01 1.415436422536e-03 2.026351586690e-03 6.954354989688e-04 3.248203734302e-03
5.220368468307e+01 2.270473562934e-03 3.250519685279e-03 5.116320589593e-04 3.227889186022e-03
5.283128889167e+01 2.383690902638e-03 3.412700447621e-03 6.587240363842e-05 1.913829217322e-03
5.345792777001e+01 5.511477014183e-04 7.890927863074e-04 5.052625426600e-04 3.656218426684e-04
5.408467271840e+01 3.229996570194e-03 4.624597495760e-03 1.043708563316e-03 2.539063701555e-03
5.471259138120e+01 3.153223013382e-03 4.514798126311e-03 1.376916990480e-03 3.538852007054e-03
5.534186106137e+01 2.405403830595e-03 3.444160501749e-03 1.322073463996e-03 3.187683821452e-03
5.597175449031e+01 1.515752718589e-03 2.170378307519e-03 8.134885683972e-04 2.212827771295e-03
5.660240822914e+01 5.712442340735e-04 8.179760363807e-04 6.858670261067e-05 4.777227449537e-04
5.723369367664e+01 3.965065142015e-04 5.677808122649e-04 4.974638599720e-04 1.889030028117e-03
5.786395586139e+01 1.355831107502e-03 1.941545534846e-03 6.656000879559e-04 3.232459103323e-03
5.849284248640e+01 2.213711479102e-03 3.170111761378e-03 4.783312603820e-04 3.200267473133e-03
5.912043423467e+01 2.318795551095e-03 3.320684029912e-03 2.832728914370e-05 1.873138118356e-03
5.974706742512e+01 6.360487184384e-04 9.108922044942e-04 5.445397007975e-04 4.126100564648e-04
6.037381832691e+01 3.287814339476e-03 4.708638696064e-03 1.082033552436e-03 2.580707898993e-03
6.100175100026e+01 3.202061377792e-03 4.585948613246e-03 1.410722429682e-03 3.567095211821e-03
6.163103079462e+01 2.460647035563e-03 3.524197787913e-03 1.353937243124e-03 3.206422562776e-03
6.226092998034e+01 1.567876185181e-03 2.245608842412e-03 8.306650728827e-04 2.226419622161e-03
6.289159516207e+01 6.248327507789e-04 8.949473719376e-04 8.694220926486e-05 4.804817577266e-04
6.352288209761e+01 3.402729370943e-04 4.873853382496e-04 4.673803937578e-04 1.887148822789e-03
6.415313107830e+01 1.298761166070e-03 1.860311441852e-03 6.359323319174e-04 3.216763435915e-03
6.478200623709e+01 2.155864462590e-03 3.088083980242e-03 4.444099661498e-04 3.172495017154e-03
6.540958551072e+01 2.251520392467e-03 3.225186207922e-03 9.600611491578e-06 1.832280282031e-03
6.603621308957e+01 7.208046142615e-04 1.032541943323e-03 5.841982134740e-04 4.596903958429e-04
6.666297008126e+01 3.344862038410e-03 4.791589054266e-03 1.120678830674e-03 2.622309425576e-03
6.729091685831e+01 3.252514380783e-03 4.659418995991e-03 1.445206166125e-03 3.595204289240e-03
6.792020693836e+01 2.512151851526e-03 3.598898431504e-03 1.381629342944e-03 3.224857380332e-03
6.855011145975e+01 1.620080782287e-03 2.320980606051e-03 8.514711916092e-04 2.240130370723e-03
6.918078841035e+01 6.779685602299e-04 9.713047472990e-04 1.056373391606e-04 4.830354077257e-04
6.981207579224e+01 2.861008353602e-04 4.098983552862e-04 4.447267193086e-04 1.884429578396e-03
7.044231242510e+01 1.245528861723e-03 1.784522040925e-03 6.076826948487e-04 3.201084241923e-03
